model,image_id,ref_id,category_id,query,clean_eligible,raw_clean_candidate_count,tracked_clean_candidate_count,clean_correct,clean_best_iou,diagnostic_budget,diagnostic_probe_count,diagnostic_coverage,diagnostic_coverage_lower,diagnostic_coverage_upper,diagnostic_conditional_ranking,diagnostic_conditional_ranking_lower,diagnostic_conditional_ranking_upper,diagnostic_operational,diagnostic_operational_lower,diagnostic_operational_upper,diagnostic_coverage_risk,diagnostic_ranking_risk,diagnostic_risk_decomposition_error,reference_probe_count,reference_coverage,reference_coverage_lower,reference_coverage_upper,reference_conditional_ranking,reference_conditional_ranking_lower,reference_conditional_ranking_upper,reference_operational,reference_operational_lower,reference_operational_upper,reference_coverage_risk,reference_ranking_risk,reference_risk_decomposition_error,full_manifest_operational
yoloworld,1000097573,16368,324,"The textile material located at the bottom of the image, partially obscured by furniture, with a dark hue.",1,20,5,0,0.0,20,20,0.6,0.3605425873074897,0.8088099392746928,1.0,0.7353515306029488,1.0,0.6,0.3605425873074897,0.8088099392746928,0.4,0.0,0.0,80,0.7875,0.6817141914403442,0.8710635049024182,0.9682539682539683,0.8899806265911197,0.9961320175035812,0.7625,0.6542230288597322,0.8505462481433591,0.21250000000000002,0.024999999999999998,2.42861286636753e-17,0.6
yoloworld,1000097573,16368,324,"The textile material located at the bottom of the image, partially obscured by furniture, with a dark hue.",1,20,5,0,0.0,40,40,0.675,0.5087051245215516,0.8142710332366501,0.9259259259259259,0.7571016531543728,0.9908999270576937,0.625,0.4580147522326109,0.772737277518174,0.32499999999999996,0.05,4.163336342344337e-17,80,0.7875,0.6817141914403442,0.8710635049024182,0.9682539682539683,0.8899806265911197,0.9961320175035812,0.7625,0.6542230288597322,0.8505462481433591,0.21250000000000002,0.024999999999999998,2.42861286636753e-17,0.625
yoloworld,492268,30816,441,"The wooden canoe, in which a woman wearing a purple shirt and traditional conical hat sits, is loaded with green fruit.",0,0,0,0,0.0,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,492268,30816,441,"The wooden canoe, in which a woman wearing a purple shirt and traditional conical hat sits, is loaded with green fruit.",0,0,0,0,0.0,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,492268,30816,441,"The wooden canoe, in which a woman wearing a purple shirt and traditional conical hat sits, is loaded with green fruit.",0,0,0,0,0.0,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,492268,30816,441,"The wooden canoe, in which a woman wearing a purple shirt and traditional conical hat sits, is loaded with green fruit.",0,0,0,0,0.0,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,7,5,0,0.0,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,7,5,0,0.0,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,7,5,0,0.0,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,7,5,0,0.0,40,40,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
yoloworld,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,0,1,0,1,0.9788372443107592,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,0,1,0,1,0.9788372443107592,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,0,1,0,1,0.9788372443107592,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,0,1,0,1,0.9788372443107592,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,0,0.0,5,5,0.8,0.2835820638819106,0.9949492366205319,0.75,0.19412044968324346,0.9936905367902902,0.6,0.14663279963467318,0.9472550494736831,0.19999999999999996,0.2,5.551115123125783e-17,80,0.8375,0.7381631061748872,0.9105383582774708,0.746268656716418,0.6251273323835715,0.8447151128347403,0.625,0.5096452355928875,0.7308068300531951,0.16249999999999998,0.21249999999999997,5.551115123125783e-17,0.6
yoloworld,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,0,0.0,10,10,0.8,0.4439045376923585,0.9747892736731666,0.875,0.4734903291247935,0.9968402764687481,0.7,0.34754714994000274,0.9332604888222655,0.19999999999999996,0.1,8.326672684688674e-17,80,0.8375,0.7381631061748872,0.9105383582774708,0.746268656716418,0.6251273323835715,0.8447151128347403,0.625,0.5096452355928875,0.7308068300531951,0.16249999999999998,0.21249999999999997,5.551115123125783e-17,0.7
yoloworld,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,0,0.0,20,20,0.8,0.5633859970033317,0.9426660029499673,0.9375,0.6976792615654681,0.9984188882772341,0.75,0.5089541282920425,0.9134285308985653,0.19999999999999996,0.05,4.163336342344337e-17,80,0.8375,0.7381631061748872,0.9105383582774708,0.746268656716418,0.6251273323835715,0.8447151128347403,0.625,0.5096452355928875,0.7308068300531951,0.16249999999999998,0.21249999999999997,5.551115123125783e-17,0.75
yoloworld,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,0,0.0,40,40,0.85,0.7016473331604236,0.9428977418454741,0.8235294117647058,0.6546848689318661,0.9323593473172428,0.7,0.5346837147458767,0.8343727956067644,0.15000000000000002,0.15000000000000002,0.0,80,0.8375,0.7381631061748872,0.9105383582774708,0.746268656716418,0.6251273323835715,0.8447151128347403,0.625,0.5096452355928875,0.7308068300531951,0.16249999999999998,0.21249999999999997,5.551115123125783e-17,0.7
yoloworld,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,0,0.0,5,5,1.0,0.47817624989501856,1.0,0.8,0.2835820638819106,0.9949492366205319,0.8,0.2835820638819106,0.9949492366205319,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.32499999999999996,0.0,0.8
yoloworld,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,0,0.0,10,10,1.0,0.6915028921812392,1.0,0.8,0.4439045376923585,0.9747892736731666,0.8,0.4439045376923585,0.9747892736731666,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.32499999999999996,0.0,0.8
yoloworld,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,0,0.0,20,20,1.0,0.8315665290169146,1.0,0.75,0.5089541282920425,0.9134285308985653,0.75,0.5089541282920425,0.9134285308985653,0.0,0.25,0.0,80,1.0,0.9549359649323077,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.32499999999999996,0.0,0.75
yoloworld,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,0,0.0,40,40,1.0,0.9119026971211976,1.0,0.7,0.5346837147458767,0.8343727956067644,0.7,0.5346837147458767,0.8343727956067644,0.0,0.30000000000000004,0.0,80,1.0,0.9549359649323077,1.0,0.675,0.5610629543955516,0.7755404148225468,0.675,0.5610629543955516,0.7755404148225468,0.0,0.32499999999999996,0.0,0.7
yoloworld,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,2,2,1,0.9479717368099801,5,5,0.2,0.005050763379468061,0.7164179361180893,1.0,0.025000000000000022,1.0,0.2,0.005050763379468061,0.7164179361180893,0.8,0.0,0.0,80,0.525,0.4102278413767706,0.6378664183228473,1.0,0.9159161450596449,1.0,0.525,0.4102278413767706,0.6378664183228473,0.475,0.0,0.0,0.2
yoloworld,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,2,2,1,0.9479717368099801,10,10,0.3,0.0667395111777345,0.6524528500599973,1.0,0.29240177382128674,1.0,0.3,0.0667395111777345,0.6524528500599973,0.7,0.0,0.0,80,0.525,0.4102278413767706,0.6378664183228473,1.0,0.9159161450596449,1.0,0.525,0.4102278413767706,0.6378664183228473,0.475,0.0,0.0,0.3
yoloworld,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,2,2,1,0.9479717368099801,20,20,0.6,0.3605425873074897,0.8088099392746928,1.0,0.7353515306029488,1.0,0.6,0.3605425873074897,0.8088099392746928,0.4,0.0,0.0,80,0.525,0.4102278413767706,0.6378664183228473,1.0,0.9159161450596449,1.0,0.525,0.4102278413767706,0.6378664183228473,0.475,0.0,0.0,0.6
yoloworld,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,2,2,1,0.9479717368099801,40,40,0.65,0.48315554635100944,0.793717509129233,1.0,0.8677253955022459,1.0,0.65,0.48315554635100944,0.793717509129233,0.35,0.0,0.0,80,0.525,0.4102278413767706,0.6378664183228473,1.0,0.9159161450596449,1.0,0.525,0.4102278413767706,0.6378664183228473,0.475,0.0,0.0,0.65
yoloworld,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,0,0,0,0,0.0,5,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,0,0,0,0,0.0,10,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,0,0,0,0,0.0,20,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,0,0,0,0,0.0,40,0,0.0,,,,,,0.0,,,,,,0,0.0,,,,,,0.0,,,,,,0.0
yoloworld,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,1,0.6665222510527389,5,5,0.8,0.2835820638819106,0.9949492366205319,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.9949492366205319,0.19999999999999996,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.8
yoloworld,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,1,0.6665222510527389,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.09999999999999998,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.9
yoloworld,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,1,0.6665222510527389,20,20,0.95,0.7512672372279723,0.9987349105020502,1.0,0.8235330881930346,1.0,0.95,0.7512672372279723,0.9987349105020502,0.050000000000000044,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.95
yoloworld,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,1,0.6665222510527389,40,40,0.925,0.796135251267101,0.9842578201489585,0.972972972972973,0.858396904388842,0.9993159689753053,0.9,0.7633626001239001,0.9720745847057807,0.07499999999999996,0.024999999999999953,6.938893903907228e-17,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.9
yoloworld,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,5,5,0,0.0032164506491241577,5,5,0.4,0.05274495052631693,0.8533672003653268,1.0,0.15811388300841903,1.0,0.4,0.05274495052631693,0.8533672003653268,0.6,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,1.0,0.8575264022774743,1.0,0.3,0.20257392914667277,0.412759323081376,0.7,0.0,0.0,0.4
yoloworld,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,5,5,0,0.0032164506491241577,10,10,0.3,0.0667395111777345,0.6524528500599973,1.0,0.29240177382128674,1.0,0.3,0.0667395111777345,0.6524528500599973,0.7,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,1.0,0.8575264022774743,1.0,0.3,0.20257392914667277,0.412759323081376,0.7,0.0,0.0,0.3
yoloworld,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,5,5,0,0.0032164506491241577,20,20,0.4,0.1911900607253072,0.6394574126925103,1.0,0.6305833524471808,1.0,0.4,0.1911900607253072,0.6394574126925103,0.6,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,1.0,0.8575264022774743,1.0,0.3,0.20257392914667277,0.412759323081376,0.7,0.0,0.0,0.4
yoloworld,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,5,5,0,0.0032164506491241577,40,40,0.4,0.24864998658774376,0.5667329478067034,1.0,0.7940927857921773,1.0,0.4,0.24864998658774376,0.5667329478067034,0.6,0.0,0.0,80,0.3,0.20257392914667277,0.412759323081376,1.0,0.8575264022774743,1.0,0.3,0.20257392914667277,0.412759323081376,0.7,0.0,0.0,0.4
yoloworld,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,3,3,0,0.0,5,5,1.0,0.47817624989501856,1.0,0.8,0.2835820638819106,0.9949492366205319,0.8,0.2835820638819106,0.9949492366205319,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.7,0.587240676918624,0.7974260708533272,0.7,0.587240676918624,0.7974260708533272,0.0,0.30000000000000004,0.0,0.8
yoloworld,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,3,3,0,0.0,10,10,1.0,0.6915028921812392,1.0,0.8,0.4439045376923585,0.9747892736731666,0.8,0.4439045376923585,0.9747892736731666,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.7,0.587240676918624,0.7974260708533272,0.7,0.587240676918624,0.7974260708533272,0.0,0.30000000000000004,0.0,0.8
yoloworld,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,3,3,0,0.0,20,20,1.0,0.8315665290169146,1.0,0.75,0.5089541282920425,0.9134285308985653,0.75,0.5089541282920425,0.9134285308985653,0.0,0.25,0.0,80,1.0,0.9549359649323077,1.0,0.7,0.587240676918624,0.7974260708533272,0.7,0.587240676918624,0.7974260708533272,0.0,0.30000000000000004,0.0,0.75
yoloworld,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,3,3,0,0.0,40,40,1.0,0.9119026971211976,1.0,0.8,0.6435219813207653,0.9094775906000093,0.8,0.6435219813207653,0.9094775906000093,0.0,0.19999999999999996,0.0,80,1.0,0.9549359649323077,1.0,0.7,0.587240676918624,0.7974260708533272,0.7,0.587240676918624,0.7974260708533272,0.0,0.30000000000000004,0.0,0.8
yoloworld,329724,44443,414,"The pizza in the upper box, featuring sliced tomatoes and a generous amount of melted cheese spread across its surface, is the item of interest.",1,5,5,1,0.9552343612747827,5,5,0.4,0.05274495052631693,0.8533672003653268,1.0,0.15811388300841903,1.0,0.4,0.05274495052631693,0.8533672003653268,0.6,0.0,0.0,80,0.475,0.36213358167715265,0.5897721586232294,1.0,0.9074872385841217,1.0,0.475,0.36213358167715265,0.5897721586232294,0.525,0.0,0.0,0.4
yoloworld,329724,44443,414,"The pizza in the upper box, featuring sliced tomatoes and a generous amount of melted cheese spread across its surface, is the item of interest.",1,5,5,1,0.9552343612747827,10,10,0.5,0.18708602844739855,0.8129139715526015,1.0,0.47817624989501856,1.0,0.5,0.18708602844739855,0.8129139715526015,0.5,0.0,0.0,80,0.475,0.36213358167715265,0.5897721586232294,1.0,0.9074872385841217,1.0,0.475,0.36213358167715265,0.5897721586232294,0.525,0.0,0.0,0.5
yoloworld,329724,44443,414,"The pizza in the upper box, featuring sliced tomatoes and a generous amount of melted cheese spread across its surface, is the item of interest.",1,5,5,1,0.9552343612747827,20,20,0.5,0.27195784956079183,0.7280421504392082,1.0,0.6915028921812392,1.0,0.5,0.27195784956079183,0.7280421504392082,0.5,0.0,0.0,80,0.475,0.36213358167715265,0.5897721586232294,1.0,0.9074872385841217,1.0,0.475,0.36213358167715265,0.5897721586232294,0.525,0.0,0.0,0.5
yoloworld,329724,44443,414,"The pizza in the upper box, featuring sliced tomatoes and a generous amount of melted cheese spread across its surface, is the item of interest.",1,5,5,1,0.9552343612747827,40,40,0.475,0.31511970663498623,0.6387198647359378,1.0,0.8235330881930346,1.0,0.475,0.31511970663498623,0.6387198647359378,0.525,0.0,0.0,80,0.475,0.36213358167715265,0.5897721586232294,1.0,0.9074872385841217,1.0,0.475,0.36213358167715265,0.5897721586232294,0.525,0.0,0.0,0.475
yoloworld,419599,38337,420,"The small evergreen tree, nestled in a solid gray container, is situated behind a pair of individuals who are standing under a large red umbrella.",1,2,2,0,0.0,5,5,0.2,0.005050763379468061,0.7164179361180893,1.0,0.025000000000000022,1.0,0.2,0.005050763379468061,0.7164179361180893,0.8,0.0,0.0,80,0.65,0.5352031145206642,0.7533280635274648,0.5384615384615384,0.39469822911185737,0.6776896818264018,0.35,0.2466719364725351,0.4647968854793358,0.35,0.30000000000000004,0.0,0.2
yoloworld,419599,38337,420,"The small evergreen tree, nestled in a solid gray container, is situated behind a pair of individuals who are standing under a large red umbrella.",1,2,2,0,0.0,10,10,0.3,0.0667395111777345,0.6524528500599973,0.6666666666666666,0.09429932405024612,0.9915962413403874,0.2,0.02521072632683339,0.5560954623076415,0.7,0.1,8.326672684688674e-17,80,0.65,0.5352031145206642,0.7533280635274648,0.5384615384615384,0.39469822911185737,0.6776896818264018,0.35,0.2466719364725351,0.4647968854793358,0.35,0.30000000000000004,0.0,0.2
yoloworld,419599,38337,420,"The small evergreen tree, nestled in a solid gray container, is situated behind a pair of individuals who are standing under a large red umbrella.",1,2,2,0,0.0,20,20,0.5,0.27195784956079183,0.7280421504392082,0.5,0.18708602844739855,0.8129139715526015,0.25,0.08657146910143462,0.49104587170795755,0.5,0.25,0.0,80,0.65,0.5352031145206642,0.7533280635274648,0.5384615384615384,0.39469822911185737,0.6776896818264018,0.35,0.2466719364725351,0.4647968854793358,0.35,0.30000000000000004,0.0,0.25
yoloworld,419599,38337,420,"The small evergreen tree, nestled in a solid gray container, is situated behind a pair of individuals who are standing under a large red umbrella.",1,2,2,0,0.0,40,40,0.525,0.36128013526406216,0.6848802933650138,0.42857142857142855,0.21819685688513024,0.6597936907197254,0.225,0.10839663898407204,0.3845116773034227,0.475,0.3,5.551115123125783e-17,80,0.65,0.5352031145206642,0.7533280635274648,0.5384615384615384,0.39469822911185737,0.6776896818264018,0.35,0.2466719364725351,0.4647968854793358,0.35,0.30000000000000004,0.0,0.225
yoloworld,366789,17579,376,"The bicycle positioned directly behind the front tire of the one being ridden by a woman in a white top and hat, nestled between a red bike to its left and amidst a row of other bicycles, stands out with its silver frame and black seat.",1,4,4,0,0.13597716975861607,5,5,0.6,0.14663279963467318,0.9472550494736831,1.0,0.29240177382128674,1.0,0.6,0.14663279963467318,0.9472550494736831,0.4,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.6
yoloworld,366789,17579,376,"The bicycle positioned directly behind the front tire of the one being ridden by a woman in a white top and hat, nestled between a red bike to its left and amidst a row of other bicycles, stands out with its silver frame and black seat.",1,4,4,0,0.13597716975861607,10,10,0.6,0.2623780766069451,0.8784477418801728,1.0,0.5407418735600996,1.0,0.6,0.2623780766069451,0.8784477418801728,0.4,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.6
yoloworld,366789,17579,376,"The bicycle positioned directly behind the front tire of the one being ridden by a woman in a white top and hat, nestled between a red bike to its left and amidst a row of other bicycles, stands out with its silver frame and black seat.",1,4,4,0,0.13597716975861607,20,20,0.65,0.4078114654671719,0.8460907952154588,1.0,0.752947361999529,1.0,0.65,0.4078114654671719,0.8460907952154588,0.35,0.0,0.0,80,0.575,0.4593888114309382,0.6848902345476577,1.0,0.9229381729480993,1.0,0.575,0.4593888114309382,0.6848902345476577,0.42500000000000004,0.0,0.0,0.65
