model,image_id,ref_id,category_id,query,clean_eligible,raw_clean_candidate_count,tracked_clean_candidate_count,clean_correct,clean_best_iou,diagnostic_budget,diagnostic_probe_count,diagnostic_coverage,diagnostic_coverage_lower,diagnostic_coverage_upper,diagnostic_conditional_ranking,diagnostic_conditional_ranking_lower,diagnostic_conditional_ranking_upper,diagnostic_operational,diagnostic_operational_lower,diagnostic_operational_upper,diagnostic_coverage_risk,diagnostic_ranking_risk,diagnostic_risk_decomposition_error,reference_probe_count,reference_coverage,reference_coverage_lower,reference_coverage_upper,reference_conditional_ranking,reference_conditional_ranking_lower,reference_conditional_ranking_upper,reference_operational,reference_operational_lower,reference_operational_upper,reference_coverage_risk,reference_ranking_risk,reference_risk_decomposition_error,full_manifest_operational
owlv2,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,20,5,0,0.0,10,10,0.6,0.2623780766069451,0.8784477418801728,0.0,0.0,0.4592581264399005,0.0,0.0,0.3084971078187608,0.4,0.6,0.0,80,0.8875,0.7971534080830098,0.9472484868543125,0.4788732394366197,0.3587791864655684,0.6007848322388705,0.425,0.3151097654523422,0.5406111885690619,0.11250000000000004,0.46249999999999997,5.551115123125783e-17,0.0
owlv2,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,20,5,0,0.0,20,20,0.7,0.4572108177237109,0.8810684095942722,0.35714285714285715,0.12759842985915965,0.6486198893840083,0.25,0.08657146910143462,0.49104587170795755,0.30000000000000004,0.4499999999999999,5.551115123125783e-17,80,0.8875,0.7971534080830098,0.9472484868543125,0.4788732394366197,0.3587791864655684,0.6007848322388705,0.425,0.3151097654523422,0.5406111885690619,0.11250000000000004,0.46249999999999997,5.551115123125783e-17,0.25
owlv2,1001663004,15065,223,"The chair occupied by a person wearing a yellow top, situated on the sidewalk to the left of the black jeep.",1,20,5,0,0.0,40,40,0.825,0.6722098666384142,0.9266172706479148,0.42424242424242425,0.2547618227346959,0.6078469838121148,0.35,0.20628249087076694,0.5168444536489906,0.17500000000000004,0.4749999999999999,5.551115123125783e-17,80,0.8875,0.7971534080830098,0.9472484868543125,0.4788732394366197,0.3587791864655684,0.6007848322388705,0.425,0.3151097654523422,0.5406111885690619,0.11250000000000004,0.46249999999999997,5.551115123125783e-17,0.35
owlv2,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,1,17,5,1,0.9841819902304831,5,5,0.8,0.2835820638819106,0.9949492366205319,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.9949492366205319,0.19999999999999996,0.0,0.0,80,0.9625,0.8942980149834914,0.9921988127342833,1.0,0.9532219318395959,1.0,0.9625,0.8942980149834914,0.9921988127342833,0.03749999999999998,0.0,0.0,0.8
owlv2,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,1,17,5,1,0.9841819902304831,10,10,0.9,0.5549838829718046,0.9974714214555382,1.0,0.6637328831200572,1.0,0.9,0.5549838829718046,0.9974714214555382,0.09999999999999998,0.0,0.0,80,0.9625,0.8942980149834914,0.9921988127342833,1.0,0.9532219318395959,1.0,0.9625,0.8942980149834914,0.9921988127342833,0.03749999999999998,0.0,0.0,0.9
owlv2,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,1,17,5,1,0.9841819902304831,20,20,0.95,0.7512672372279723,0.9987349105020502,1.0,0.8235330881930346,1.0,0.95,0.7512672372279723,0.9987349105020502,0.050000000000000044,0.0,0.0,80,0.9625,0.8942980149834914,0.9921988127342833,1.0,0.9532219318395959,1.0,0.9625,0.8942980149834914,0.9921988127342833,0.03749999999999998,0.0,0.0,0.95
owlv2,1000018511,1221,259,The lifelike bronze statue of a wild boar seated on its haunches.,1,17,5,1,0.9841819902304831,40,40,0.95,0.8308031360405824,0.9938863534006491,1.0,0.9074872385841217,1.0,0.95,0.8308031360405824,0.9938863534006491,0.050000000000000044,0.0,0.0,80,0.9625,0.8942980149834914,0.9921988127342833,1.0,0.9532219318395959,1.0,0.9625,0.8942980149834914,0.9921988127342833,0.03749999999999998,0.0,0.0,0.95
owlv2,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,1,0.9358403312751714,5,5,0.8,0.2835820638819106,0.9949492366205319,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.9949492366205319,0.19999999999999996,0.0,0.0,80,0.7625,0.6542230288597322,0.8505462481433591,1.0,0.9413187760677074,1.0,0.7625,0.6542230288597322,0.8505462481433591,0.23750000000000004,0.0,0.0,0.8
owlv2,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,1,0.9358403312751714,10,10,0.7,0.34754714994000274,0.9332604888222655,1.0,0.5903836027749967,1.0,0.7,0.34754714994000274,0.9332604888222655,0.30000000000000004,0.0,0.0,80,0.7625,0.6542230288597322,0.8505462481433591,1.0,0.9413187760677074,1.0,0.7625,0.6542230288597322,0.8505462481433591,0.23750000000000004,0.0,0.0,0.7
owlv2,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,1,0.9358403312751714,20,20,0.65,0.4078114654671719,0.8460907952154588,1.0,0.752947361999529,1.0,0.65,0.4078114654671719,0.8460907952154588,0.35,0.0,0.0,80,0.7625,0.6542230288597322,0.8505462481433591,1.0,0.9413187760677074,1.0,0.7625,0.6542230288597322,0.8505462481433591,0.23750000000000004,0.0,0.0,0.65
owlv2,1000039666,15325,29,"A rectangular, gray telephone is situated right in front of the individual sitting at the desk.",1,20,5,1,0.9358403312751714,40,40,0.75,0.5880380198485702,0.873085201067155,1.0,0.8842966917779722,1.0,0.75,0.5880380198485702,0.873085201067155,0.25,0.0,0.0,80,0.7625,0.6542230288597322,0.8505462481433591,1.0,0.9413187760677074,1.0,0.7625,0.6542230288597322,0.8505462481433591,0.23750000000000004,0.0,0.0,0.75
owlv2,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,1,0.8462347605474181,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,0.925,0.8438720682639279,0.9719794538231588,0.8243243243243243,0.7183432989223599,0.903007230548411,0.7625,0.6542230288597322,0.8505462481433591,0.07499999999999996,0.16249999999999998,1.1102230246251565e-16,1.0
owlv2,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,1,0.8462347605474181,10,10,1.0,0.6915028921812392,1.0,0.8,0.4439045376923585,0.9747892736731666,0.8,0.4439045376923585,0.9747892736731666,0.0,0.19999999999999996,0.0,80,0.925,0.8438720682639279,0.9719794538231588,0.8243243243243243,0.7183432989223599,0.903007230548411,0.7625,0.6542230288597322,0.8505462481433591,0.07499999999999996,0.16249999999999998,1.1102230246251565e-16,0.8
owlv2,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,1,0.8462347605474181,20,20,1.0,0.8315665290169146,1.0,0.8,0.5633859970033317,0.9426660029499673,0.8,0.5633859970033317,0.9426660029499673,0.0,0.19999999999999996,0.0,80,0.925,0.8438720682639279,0.9719794538231588,0.8243243243243243,0.7183432989223599,0.903007230548411,0.7625,0.6542230288597322,0.8505462481433591,0.07499999999999996,0.16249999999999998,1.1102230246251565e-16,0.8
owlv2,404899,40291,431,The two stacked microwaves sit on the left side of the wooden countertop in the kitchen.,1,20,5,1,0.8462347605474181,40,40,0.975,0.8684141415172343,0.9993672550679505,0.8205128205128205,0.6646504388730692,0.924649522683347,0.8,0.6435219813207653,0.9094775906000093,0.025000000000000022,0.17500000000000002,8.326672684688674e-17,80,0.925,0.8438720682639279,0.9719794538231588,0.8243243243243243,0.7183432989223599,0.903007230548411,0.7625,0.6542230288597322,0.8505462481433591,0.07499999999999996,0.16249999999999998,1.1102230246251565e-16,0.8
owlv2,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,20,5,1,0.9673972307701285,5,5,0.8,0.2835820638819106,0.9949492366205319,1.0,0.3976353643835254,1.0,0.8,0.2835820638819106,0.9949492366205319,0.19999999999999996,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.8
owlv2,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,20,5,1,0.9673972307701285,10,10,0.7,0.34754714994000274,0.9332604888222655,1.0,0.5903836027749967,1.0,0.7,0.34754714994000274,0.9332604888222655,0.30000000000000004,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.7
owlv2,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,20,5,1,0.9673972307701285,20,20,0.8,0.5633859970033317,0.9426660029499673,1.0,0.7940927857921773,1.0,0.8,0.5633859970033317,0.9426660029499673,0.19999999999999996,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.8
owlv2,1000457751,13340,319,A tiny bird is hovering in the air above a lady in the front.,1,20,5,1,0.9673972307701285,40,40,0.775,0.6154883226965773,0.891603361015928,1.0,0.8878112530776301,1.0,0.775,0.6154883226965773,0.891603361015928,0.22499999999999998,0.0,0.0,80,0.8625,0.7672791291752744,0.9293121672961213,1.0,0.9479419421369203,1.0,0.8625,0.7672791291752744,0.9293121672961213,0.13749999999999996,0.0,0.0,0.775
owlv2,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,1,7,5,1,0.9945718558677845,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,0.975,0.9125928440694078,0.9969579138351904,0.9743589743589743,0.9104266728536723,0.996879527517066,0.95,0.876901263556847,0.9862106060235382,0.025000000000000022,0.02500000000000002,3.469446951953614e-18,1.0
owlv2,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,1,7,5,1,0.9945718558677845,10,10,1.0,0.6915028921812392,1.0,0.9,0.5549838829718046,0.9974714214555382,0.9,0.5549838829718046,0.9974714214555382,0.0,0.09999999999999998,0.0,80,0.975,0.9125928440694078,0.9969579138351904,0.9743589743589743,0.9104266728536723,0.996879527517066,0.95,0.876901263556847,0.9862106060235382,0.025000000000000022,0.02500000000000002,3.469446951953614e-18,0.9
owlv2,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,1,7,5,1,0.9945718558677845,20,20,1.0,0.8315665290169146,1.0,0.95,0.7512672372279723,0.9987349105020502,0.95,0.7512672372279723,0.9987349105020502,0.0,0.050000000000000044,0.0,80,0.975,0.9125928440694078,0.9969579138351904,0.9743589743589743,0.9104266728536723,0.996879527517066,0.95,0.876901263556847,0.9862106060235382,0.025000000000000022,0.02500000000000002,3.469446951953614e-18,0.95
owlv2,1001397502,11278,46,At the heart of the table rests a fabric handbag in a tangerine hue.,1,7,5,1,0.9945718558677845,40,40,1.0,0.9119026971211976,1.0,0.95,0.8308031360405824,0.9938863534006491,0.95,0.8308031360405824,0.9938863534006491,0.0,0.050000000000000044,0.0,80,0.975,0.9125928440694078,0.9969579138351904,0.9743589743589743,0.9104266728536723,0.996879527517066,0.95,0.876901263556847,0.9862106060235382,0.025000000000000022,0.02500000000000002,3.469446951953614e-18,0.95
owlv2,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,0,0.15632787148379235,5,5,0.8,0.2835820638819106,0.9949492366205319,0.75,0.19412044968324346,0.9936905367902902,0.6,0.14663279963467318,0.9472550494736831,0.19999999999999996,0.2,5.551115123125783e-17,80,0.875,0.7821108659305637,0.9383979034415657,0.9142857142857143,0.8227140809028082,0.9678923638443047,0.8,0.6956311329945355,0.8811409135950147,0.125,0.07500000000000002,6.938893903907228e-17,0.6
owlv2,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,0,0.15632787148379235,10,10,0.9,0.5549838829718046,0.9974714214555382,0.8888888888888888,0.517503485082663,0.9971908632534008,0.8,0.4439045376923585,0.9747892736731666,0.09999999999999998,0.10000000000000005,6.938893903907228e-17,80,0.875,0.7821108659305637,0.9383979034415657,0.9142857142857143,0.8227140809028082,0.9678923638443047,0.8,0.6956311329945355,0.8811409135950147,0.125,0.07500000000000002,6.938893903907228e-17,0.8
owlv2,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,0,0.15632787148379235,20,20,0.9,0.6830172859809176,0.9876514728297052,0.9444444444444444,0.7270564003266315,0.9985944438326306,0.85,0.6210731734546859,0.9679290628145363,0.09999999999999998,0.050000000000000024,2.0816681711721685e-17,80,0.875,0.7821108659305637,0.9383979034415657,0.9142857142857143,0.8227140809028082,0.9678923638443047,0.8,0.6956311329945355,0.8811409135950147,0.125,0.07500000000000002,6.938893903907228e-17,0.85
owlv2,302656,17199,382,The giraffe is partially obscured behind the tree trunk and is taller than another giraffe nearyby.,1,20,5,0,0.15632787148379235,40,40,0.875,0.7319670826382796,0.9581403738613833,0.9142857142857143,0.7694249813411228,0.9819623601857825,0.8,0.6435219813207653,0.9094775906000093,0.125,0.07500000000000002,6.938893903907228e-17,80,0.875,0.7821108659305637,0.9383979034415657,0.9142857142857143,0.8227140809028082,0.9678923638443047,0.8,0.6956311329945355,0.8811409135950147,0.125,0.07500000000000002,6.938893903907228e-17,0.8
owlv2,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,20,5,0,0.0,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
owlv2,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,20,5,0,0.0,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
owlv2,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,20,5,0,0.0,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
owlv2,52219,43924,366,"The girl wearing a black shirt is seated at the table, savoring her food.",1,20,5,0,0.0,40,40,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,1.0,0.9119026971211976,1.0,0.0,0.0,0.0,80,0.9875,0.9323122155360776,0.9996835774723672,1.0,0.9543787472413889,1.0,0.9875,0.9323122155360776,0.9996835774723672,0.012499999999999956,0.0,0.0,1.0
owlv2,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,20,5,0,0.3107132249317385,5,5,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,1.0,0.47817624989501856,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
owlv2,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,20,5,0,0.3107132249317385,10,10,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,1.0,0.6915028921812392,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
owlv2,77332,41693,366,"The man wearing jeans, a black belt, and a striped button-up shirt stands on the left side of the room.",1,20,5,0,0.3107132249317385,20,20,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,1.0,0.8315665290169146,1.0,0.0,0.0,0.0,80,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,1.0,0.9549359649323077,1.0,0.0,0.0,0.0,1.0
